latitude,longitude,area_in_meters,confidence,zone_id
-33.51092322,-70.76933801,4.1496,0.7169,Z3
-33.3973219,-70.5088143,99.3821,0.8724,Z2
-33.52002919,-70.7692999,11.7616,0.7235,Z3
-33.42190738,-70.54596873,23.6702,0.7561,Z2
-33.43097069,-70.72127775,29.1664,0.7132,Z5
-33.41525208,-70.5731539,208.2336,0.8374,Z2
-33.50498055,-70.7703379,63.6935,0.7735,Z3
-33.39248564,-70.51279328,9.8035,0.6518,Z2
-33.53204758,-70.78338735,30.5093,0.695,Z3
-33.44931731,-70.75044591,40.776,0.7187,Z5
-33.43280462,-70.78333095,512.814,0.9278,Z5
-33.44333685,-70.73823635,15.4995,0.7052,Z5
-33.47306466,-70.74932621,124.6233,0.8034,Z5
-33.53616933,-70.7842392,29.2133,0.7401,Z3
-33.54994359,-70.74953316,397.1964,0.9059,Z3
-33.45445499,-70.72044016,283.5118,0.7301,Z5
-33.51130386,-70.74873824,75.0413,0.7482,Z3
-33.4254716,-70.74014514,66.7013,0.7398,Z5
-33.51308017,-70.74846653,29.9888,0.8072,Z3
-33.46377713,-70.75597996,35.7655,0.6803,Z5
-33.46865085,-70.65049146,29.7885,0.6748,Z4
-33.54606301,-70.76803483,88.0399,0.7344,Z3
-33.4306665,-70.6443153,42.6599,0.7074,Z4
-33.51170891,-70.74362393,124.3546,0.8403,Z3
-33.46331034,-70.64009727,65.8272,0.8191,Z4
-33.52128416,-70.76456267,84.6048,0.8493,Z3
-33.54266066,-70.78439851,42.8093,0.8482,Z3
-33.45975904,-70.7445427,195.6075,0.756,Z5
-33.45027495,-70.77052286,448.7496,0.9031,Z5
-33.50202966,-70.77541197,30.6876,0.7178,Z3
-33.42900266,-70.61080943,36.9265,0.7026,Z1
-33.42388864,-70.54286951,10.441,0.6914,Z2
-33.50694823,-70.76146666,29.4437,0.7057,Z3
-33.46845264,-70.75616215,17.5471,0.7137,Z5
-33.52496426,-70.74208086,39.5752,0.7018,Z3
-33.46317973,-70.72105665,23.763,0.7361,Z5
-33.52946478,-70.76152895,23.2024,0.7538,Z3
-33.47462886,-70.7284052,95.5482,0.7563,Z5
-33.41811353,-70.53525679,16.5469,0.7726,Z2
-33.43735715,-70.76402775,10.6057,0.6874,Z5
-33.51239344,-70.78252049,28.613,0.6512,Z3
-33.41719703,-70.53784845,10.5451,0.6741,Z2
-33.43320817,-70.72724953,40.8919,0.7267,Z5
-33.51479812,-70.79563351,30.8718,0.7814,Z3
-33.4260357,-70.53137353,109.9955,0.8618,Z2
-33.52516563,-70.76338214,792.8735,0.8886,Z3
-33.54164835,-70.75920453,24.9936,0.8555,Z3
-33.46503584,-70.64721887,196.0752,0.8521,Z4
-33.40131807,-70.54122466,168.1511,0.8261,Z2
-33.39494651,-70.57611803,12.5086,0.7491,Z2
-33.48679446,-70.76704988,52.95,0.7992,Z3
-33.50799412,-70.74354714,41.0511,0.8132,Z3
-33.49127318,-70.75597275,72.7204,0.7444,Z3
-33.52227578,-70.76666773,128.5894,0.8893,Z3
-33.48108816,-70.76262899,40.1232,0.7706,Z3
-33.46852789,-70.67476787,173.888,0.8531,Z4
-33.47376954,-70.75004453,40.122,0.7462,Z5
-33.46396487,-70.76018204,112.8494,0.8966,Z5
-33.47980478,-70.73840385,82.9004,0.7472,Z5
-33.4587203,-70.73969019,10.0787,0.684,Z5
-33.4475097,-70.72574359,48.5792,0.8168,Z5
-33.47898892,-70.72938968,29.9602,0.7887,Z5
-33.43807701,-70.59049708,148.7277,0.8627,Z1
-33.42970417,-70.61738162,101.6291,0.8402,Z1
-33.45188842,-70.76378434,26.0813,0.6935,Z5
-33.42219836,-70.56216294,25.9171,0.6574,Z2
-33.42196391,-70.54048053,9.2365,0.6805,Z2
-33.42266661,-70.72135925,128.8258,0.7378,Z5
-33.41488371,-70.56641558,74.4664,0.8874,Z2
-33.43853009,-70.76401729,39.6731,0.7177,Z5
-33.48073252,-70.76391914,67.1814,0.7785,Z3
-33.42273093,-70.72678814,21.7536,0.7086,Z5
-33.43960983,-70.74829917,51.1082,0.8537,Z5
-33.53526533,-70.75023386,25.4898,0.7843,Z3
-33.52928019,-70.79372537,75.1986,0.8253,Z3
-33.50871221,-70.7852718,19.6369,0.7275,Z3
-33.41093631,-70.51338252,14.112,0.8032,Z2
-33.50010525,-70.7534309,121.9061,0.8463,Z3
-33.53682499,-70.77004793,19.619,0.7602,Z3
-33.44179843,-70.76201738,27.7082,0.7893,Z5
-33.45632822,-70.76066117,85.3489,0.7842,Z5
-33.52429751,-70.77291104,42.9976,0.6836,Z3
-33.50195442,-70.75792547,78.1935,0.7418,Z3
-33.43219033,-70.77163454,80.3322,0.8772,Z5
-33.51341397,-70.78538009,242.5765,0.7836,Z3
-33.54399658,-70.77288012,24.4512,0.7551,Z3
-33.43500737,-70.5968479,169.7873,0.7957,Z1
-33.42275764,-70.75016045,29.6703,0.7094,Z5
-33.43458012,-70.73373506,37.2696,0.6998,Z5
-33.51644741,-70.74568565,318.03,0.8205,Z3
-33.43498619,-70.677867,3.3614,0.7716,Z4
-33.43560592,-70.76284064,92.6049,0.7904,Z5
-33.43294538,-70.63910713,19.8723,0.6887,Z4
-33.42811011,-70.57080043,82.3153,0.8065,Z2
-33.41386885,-70.53274957,202.8217,0.8508,Z2
-33.48516491,-70.77096806,171.7503,0.8242,Z3
-33.5497015,-70.76680936,35.3459,0.7158,Z3
-33.46965096,-70.74880801,118.6979,0.8759,Z5
-33.46576526,-70.75990475,160.3858,0.833,Z5
-33.41238214,-70.55282645,27.6303,0.7843,Z2
-33.44083101,-70.73733917,1041.7893,0.9,Z5
-33.43384003,-70.5923683,112.049,0.8641,Z1
-33.46001338,-70.64425432,45.2151,0.6511,Z4
-33.44042981,-70.65786012,247.379,0.8083,Z4
-33.4243428,-70.75234003,52.9785,0.7128,Z5
-33.46898507,-70.74069655,22.4854,0.7124,Z5
-33.40004023,-70.5489926,106.3488,0.7251,Z2
-33.3907161,-70.552543,8.0474,0.7207,Z2
-33.4745204,-70.73375369,11.2438,0.709,Z5
-33.44293232,-70.72651007,55.8203,0.7298,Z5
-33.40957471,-70.53474486,37.3477,0.7762,Z2
-33.39115096,-70.56117468,38.9306,0.7532,Z2
-33.46377036,-70.63186283,81.3542,0.8192,Z4
-33.44741628,-70.73804335,44.5136,0.7027,Z5
-33.42680805,-70.73093323,42.3029,0.7909,Z5
-33.47949365,-70.72967544,93.5517,0.7499,Z5
-33.52504193,-70.78954942,15.7587,0.6948,Z3
-33.40190104,-70.52496219,192.5431,0.8274,Z2
-33.44512314,-70.76363945,506.6154,0.9391,Z5
-33.48420391,-70.79655136,96.7592,0.8391,Z3
-33.45399442,-70.65046528,192.7258,0.8935,Z4
-33.42913926,-70.57966379,95.06,0.7317,Z2
-33.42452351,-70.76132577,97.7699,0.9064,Z5
-33.4265712,-70.53487838,29.5022,0.6987,Z2
-33.44865391,-70.60090334,66.0497,0.7677,Z1
-33.50144463,-70.75662839,446.9351,0.8819,Z3
-33.44057728,-70.7389223,50.4074,0.8082,Z5
-33.51094737,-70.77041521,37.1485,0.8063,Z3
-33.44527047,-70.67462228,89.3398,0.7868,Z4
-33.46293618,-70.67332848,117.4182,0.7554,Z4
-33.41906404,-70.61849117,228.8485,0.9154,Z1
-33.46086296,-70.63576729,19.9456,0.6643,Z4
-33.41572736,-70.54876574,12.055,0.6742,Z2
-33.52525943,-70.78352102,16.0208,0.6716,Z3
-33.41084996,-70.50839793,22.1012,0.7109,Z2
-33.44654022,-70.60696064,399.2051,0.8204,Z1
-33.43205103,-70.77109656,5.5134,0.6691,Z5
-33.41367039,-70.54089269,16.5271,0.6655,Z2
-33.49683931,-70.76859559,70.9054,0.7946,Z3
-33.40899086,-70.5639979,72.0548,0.8088,Z2
-33.43544642,-70.77237827,292.8972,0.8093,Z5
-33.45294667,-70.72957824,78.1933,0.7784,Z5
-33.42714539,-70.73269537,37.9769,0.7276,Z5
-33.46464986,-70.73262713,11.8643,0.692,Z5
-33.43973651,-70.59689544,112.3606,0.7572,Z1
-33.40374021,-70.52187023,49.911,0.8535,Z2
-33.48533469,-70.75365605,60.4259,0.7986,Z3
-33.51275434,-70.75935514,178.9611,0.8041,Z3
-33.46353795,-70.74590384,82.9833,0.855,Z5
-33.41720529,-70.57064809,15.2963,0.7189,Z2
-33.40390787,-70.55411324,181.1973,0.8671,Z2
-33.51485038,-70.77601151,104.0859,0.7519,Z3
-33.4170516,-70.53818976,208.0248,0.8224,Z2
-33.4324432,-70.73196451,105.5383,0.7744,Z5
-33.49647064,-70.76551391,10.867,0.66,Z3
-33.51650539,-70.78179758,180.7106,0.7677,Z3
-33.44357088,-70.75445053,14.6305,0.6792,Z5
-33.4362673,-70.67958399,46.3979,0.6652,Z4
-33.54280948,-70.77606694,34.4043,0.8564,Z3
-33.3996909,-70.56061274,105.4661,0.8539,Z2
-33.5227167,-70.78193864,146.8456,0.8553,Z3
-33.45698714,-70.63355874,614.4147,0.8875,Z4
-33.52127525,-70.75623729,88.3616,0.8499,Z3
-33.43373722,-70.67026518,69.226,0.6699,Z4
-33.39260197,-70.5705688,216.235,0.8008,Z2
-33.45303752,-70.63218059,10.4977,0.7017,Z4
-33.42681514,-70.73265946,34.3997,0.7767,Z5
-33.51821138,-70.78336982,10.5491,0.8135,Z3
-33.43432425,-70.6685014,17.0775,0.6771,Z4
-33.42633993,-70.76648877,47.9807,0.7103,Z5
-33.42246209,-70.5605534,25.0793,0.7061,Z2
-33.4132684,-70.5276233,216.1891,0.8417,Z2
-33.47349997,-70.74178167,142.2848,0.9047,Z5
-33.48117821,-70.7501366,130.3935,0.9071,Z3
-33.43072565,-70.61784903,124.4726,0.6759,Z1
-33.5461275,-70.76667035,127.2896,0.7778,Z3
-33.51174222,-70.79350986,4.7777,0.7274,Z3
-33.52218083,-70.7875355,104.9105,0.7768,Z3
-33.42182813,-70.72599381,46.1707,0.8194,Z5
-33.45479251,-70.63427162,89.046,0.8332,Z4
-33.51519061,-70.77565738,144.255,0.8723,Z3
-33.43418465,-70.75457645,133.2628,0.8415,Z5
-33.43516624,-70.72307932,68.8661,0.7457,Z5
-33.43310387,-70.7340588,82.8119,0.8808,Z5
-33.5088902,-70.74649297,9.8889,0.7151,Z3
-33.43640143,-70.73033117,164.6117,0.7397,Z5
-33.3940877,-70.511565,13.1937,0.7457,Z2
-33.439003,-70.63142918,100.6832,0.762,Z4
-33.52863694,-70.77211025,14.3792,0.702,Z3
-33.42976999,-70.76861398,29.3395,0.8089,Z5
-33.46782343,-70.74682416,25.1321,0.6642,Z5
-33.46123753,-70.7478152,179.372,0.8121,Z5
-33.45971142,-70.78496776,35.9244,0.8265,Z5
-33.43561773,-70.7641911,42.6447,0.7127,Z5
-33.43701899,-70.63831923,388.8305,0.7936,Z4
-33.44740218,-70.7562716,240.4962,0.8739,Z5
-33.46195512,-70.6425788,68.7581,0.8056,Z4
-33.43994941,-70.73189401,72.4729,0.8506,Z5
-33.5366631,-70.7837564,87.674,0.7853,Z3
-33.43326725,-70.7673335,116.096,0.7975,Z5
-33.52466628,-70.77590245,37.5962,0.749,Z3
-33.43898784,-70.73302874,92.0005,0.7717,Z5
-33.41955149,-70.61465533,51.1784,0.7332,Z1
-33.42141916,-70.56258793,231.4496,0.8368,Z2
-33.54312744,-70.76765458,93.5409,0.7376,Z3
-33.43691508,-70.76864679,42.6855,0.6903,Z5
-33.53514689,-70.78174023,10.185,0.6629,Z3
-33.4504869,-70.63551706,1758.9896,0.8156,Z4
-33.43132036,-70.7273571,150.4235,0.8689,Z5
-33.43518736,-70.76763137,7.5997,0.6736,Z5
-33.4225473,-70.51979998,56.9696,0.825,Z2
-33.44692848,-70.59862104,358.9086,0.8961,Z1
-33.40983235,-70.5491092,29.0817,0.7722,Z2
-33.44354823,-70.72311688,24.9993,0.7741,Z5
-33.48669215,-70.74257909,62.9509,0.8081,Z3
-33.49893037,-70.75635273,106.2284,0.8315,Z3
-33.47205121,-70.74643423,75.5969,0.8118,Z5
-33.44342224,-70.58909453,338.2787,0.8148,Z1
-33.5351503,-70.78352179,50.7753,0.8191,Z3
-33.4319133,-70.75636955,31.8454,0.7569,Z5
-33.39253846,-70.56147619,20.1403,0.7675,Z2
-33.43457168,-70.76429906,78.7447,0.7588,Z5
-33.4994748,-70.77833978,22.6522,0.738,Z3
-33.42287129,-70.76381863,16.9181,0.8043,Z5
-33.43226418,-70.61783732,284.5405,0.806,Z1
-33.48962384,-70.75482813,125.0479,0.8353,Z3
-33.48241028,-70.74327624,49.4371,0.817,Z3
-33.43795058,-70.74326,103.4423,0.8099,Z5
-33.4890168,-70.76597595,107.8424,0.7548,Z3
-33.48450656,-70.76158703,48.1662,0.7454,Z3
-33.44042483,-70.72770503,65.2191,0.8457,Z5
-33.390751,-70.53973433,14.3851,0.7227,Z2
-33.47930638,-70.73254729,87.7037,0.7887,Z5
-33.47654835,-70.73441586,21.2362,0.6896,Z5
-33.49803526,-70.74575132,57.7719,0.7481,Z3
-33.51481482,-70.77526954,16.9733,0.7362,Z3
-33.49113761,-70.77274697,9.0659,0.7194,Z3
-33.41429693,-70.50882332,8.1407,0.6638,Z2
-33.45306537,-70.6369026,443.2587,0.8474,Z4
-33.443396,-70.63534448,406.8893,0.8772,Z4
-33.48769243,-70.76121272,41.0259,0.7026,Z3
-33.42061932,-70.73752247,147.867,0.8116,Z5
-33.4898975,-70.74524245,20.8855,0.6841,Z3
-33.52965284,-70.77676067,21.6523,0.6964,Z3
-33.39137302,-70.50444928,164.5528,0.895,Z2
-33.50649545,-70.77052915,13.9396,0.6634,Z3
-33.43485313,-70.60984406,17.3966,0.6667,Z1
-33.45517933,-70.65933282,63.8937,0.7663,Z4
-33.42070742,-70.75158951,295.6793,0.803,Z5
-33.46270703,-70.73055489,76.6266,0.8255,Z5
-33.47621045,-70.72375191,85.0355,0.8129,Z5
-33.53496924,-70.79303928,15.971,0.6782,Z3
-33.46556354,-70.74878579,68.0974,0.8039,Z5
-33.40390272,-70.5499436,11.8939,0.7075,Z2
-33.43558267,-70.74727154,131.8533,0.6943,Z5
-33.43819133,-70.66140417,444.7992,0.8784,Z4
-33.46851622,-70.75471846,24.606,0.6572,Z5
-33.43765781,-70.74539548,80.1953,0.7781,Z5
-33.4428898,-70.77079872,36.5013,0.7732,Z5
-33.43078845,-70.73188004,24.5641,0.8275,Z5
-33.53720091,-70.76819512,7.5221,0.6602,Z3
-33.49013226,-70.76949695,41.5442,0.7759,Z3
-33.46701335,-70.63606447,390.8883,0.9124,Z4
-33.47814409,-70.72146678,23.8807,0.748,Z5
-33.43970386,-70.58596379,141.7687,0.9118,Z1
-33.51782029,-70.78916661,40.2508,0.7604,Z3
-33.44620289,-70.65743479,52.3725,0.7264,Z4
-33.46509917,-70.64269533,58.7131,0.8537,Z4
-33.53649925,-70.79290088,36.9966,0.8164,Z3
-33.47424476,-70.7345027,84.775,0.8282,Z5
-33.40169094,-70.51859161,163.0061,0.7683,Z2
-33.45885384,-70.638861,58.2344,0.7566,Z4
-33.4690236,-70.73022933,22.0314,0.7782,Z5
-33.52362572,-70.7952879,18.9019,0.77,Z3
-33.43243705,-70.64610505,245.6726,0.7887,Z4
-33.48347042,-70.76248719,112.2802,0.8837,Z3
-33.42082043,-70.56057594,27.0192,0.6878,Z2
-33.45880818,-70.67276056,137.0368,0.8623,Z4
-33.4453137,-70.6340346,174.9832,0.8586,Z4
-33.52243321,-70.77008613,98.7864,0.7837,Z3
-33.41458646,-70.54998612,128.6894,0.7913,Z2
-33.45136691,-70.73738945,20.5791,0.6815,Z5
-33.41414306,-70.5280886,241.3395,0.8685,Z2
-33.41160681,-70.50854594,20.8486,0.7218,Z2
-33.45844652,-70.6408781,74.8342,0.7006,Z4
-33.45866399,-70.75206918,32.307,0.6775,Z5
-33.47267342,-70.77333856,17.4841,0.7081,Z5
-33.42557405,-70.74256669,82.8456,0.8726,Z5
-33.50859862,-70.74662267,28.6952,0.6994,Z3
-33.49782369,-70.7416348,35.9144,0.6659,Z3
-33.44678181,-70.60069555,44.7426,0.7694,Z1
-33.5177121,-70.75233615,339.9064,0.8343,Z3
-33.50557783,-70.74552791,61.1542,0.7762,Z3
-33.42831006,-70.57216439,25.531,0.7397,Z2
-33.54352275,-70.77959104,84.2725,0.8747,Z3
-33.54570232,-70.76922702,85.9052,0.6789,Z3
-33.46640615,-70.73984791,67.2104,0.8674,Z5
-33.46292072,-70.73218794,29.7831,0.7001,Z5
-33.46219028,-70.74819217,17.3974,0.7046,Z5
-33.4633668,-70.64353462,586.1199,0.8797,Z4
-33.4362895,-70.67411803,47.0512,0.7453,Z4
-33.43171678,-70.7234415,35.322,0.6734,Z5
-33.40053104,-70.52675895,41.5991,0.8652,Z2
-33.4372859,-70.73169827,151.0042,0.8449,Z5
-33.51792588,-70.79518605,22.4361,0.7946,Z3
-33.40837057,-70.52884807,26.2496,0.7163,Z2
-33.45657091,-70.64838767,97.6948,0.7659,Z4
-33.46915651,-70.6349157,256.1156,0.7988,Z4
-33.43485048,-70.75464782,53.3353,0.8541,Z5
-33.43257507,-70.5914431,152.3232,0.9097,Z1
-33.4614848,-70.73541355,28.4767,0.8012,Z5
-33.46130332,-70.63762002,100.9045,0.886,Z4
-33.43557862,-70.77682757,22.1469,0.7154,Z5
-33.43717206,-70.73692549,7.464,0.7146,Z5
-33.47758988,-70.72879075,37.6163,0.6968,Z5
-33.46229276,-70.73477375,443.5881,0.8299,Z5
-33.44935794,-70.67939001,66.548,0.8435,Z4
-33.5166941,-70.79561236,22.2744,0.7972,Z3
-33.41450472,-70.54231868,96.1219,0.8439,Z2
-33.47200197,-70.75392892,24.0544,0.754,Z5
-33.4269398,-70.73212717,41.3763,0.7898,Z5
-33.50568899,-70.77752421,5.7279,0.7165,Z3
-33.53084528,-70.77337629,14.9077,0.6677,Z3
-33.46073593,-70.75095678,135.6131,0.796,Z5
-33.42305266,-70.6096312,102.7191,0.7852,Z1
-33.42648718,-70.76265645,56.3412,0.7502,Z5
-33.47670777,-70.79535942,47.953,0.6907,Z5
-33.45453046,-70.76533286,175.7465,0.8149,Z5
-33.4385038,-70.74885698,24.9471,0.6783,Z5
-33.54646777,-70.74995487,9.3913,0.6568,Z3
-33.43456995,-70.72004657,18.3627,0.7358,Z5
-33.42764298,-70.73668592,120.3448,0.8618,Z5
-33.43267905,-70.73189472,78.5516,0.8014,Z5
-33.43621945,-70.67406238,100.4892,0.7999,Z4
-33.44227848,-70.73396257,79.0516,0.8868,Z5
-33.4137312,-70.56854344,167.8098,0.8127,Z2
-33.4338239,-70.665791,43.5139,0.8121,Z4
-33.48694223,-70.76598702,49.3862,0.768,Z3
-33.4061083,-70.54659667,22.5787,0.7708,Z2
-33.47000451,-70.74425874,154.0085,0.8939,Z5
-33.46382125,-70.7467177,14.856,0.7336,Z5
-33.43827233,-70.74378059,5.5584,0.6599,Z5
-33.42857027,-70.74517942,45.3,0.8025,Z5
-33.43450367,-70.77557705,12.5193,0.702,Z5
-33.44520151,-70.67555029,298.8998,0.7433,Z4
-33.43938838,-70.7231987,49.5615,0.8386,Z5
-33.50083107,-70.79127153,76.1061,0.8866,Z3
-33.49007698,-70.74296671,8.9577,0.7091,Z3
-33.47524068,-70.72838691,203.3413,0.7379,Z5
-33.42933831,-70.7635914,18.9121,0.7327,Z5
-33.53323694,-70.79449581,11.1807,0.6874,Z3
-33.47978255,-70.74286872,77.6503,0.7916,Z5
-33.46337932,-70.729821,181.9766,0.8443,Z5
-33.50939039,-70.78647952,52.9033,0.8465,Z3
-33.43339975,-70.7394067,46.8661,0.8344,Z5
-33.54248279,-70.78476596,14.7963,0.7817,Z3
-33.47001661,-70.72492801,23.4792,0.6676,Z5
-33.41200742,-70.53415531,41.0069,0.7227,Z2
-33.49460653,-70.77608385,13.4642,0.6597,Z3
-33.46060065,-70.75533154,103.5958,0.7154,Z5
-33.399465,-70.56028386,30.8417,0.6721,Z2
-33.43443881,-70.61395761,149.696,0.8937,Z1
-33.51467373,-70.7626297,921.6516,0.8248,Z3
-33.48921122,-70.77234161,76.7981,0.7911,Z3
-33.54872418,-70.76282053,80.5552,0.8774,Z3
-33.44626654,-70.73511022,41.4519,0.8406,Z5
-33.43445415,-70.75243015,35.3919,0.6524,Z5
-33.4436416,-70.74926693,125.2805,0.8276,Z5
-33.44793775,-70.67634152,184.9257,0.6945,Z4
-33.43580695,-70.61990828,162.6806,0.8683,Z1
-33.51594397,-70.77699675,111.9871,0.8486,Z3
-33.4978403,-70.7579976,71.3386,0.664,Z3
-33.45765161,-70.76327401,137.8213,0.7985,Z5
-33.39009483,-70.51831297,28.9443,0.6565,Z2
-33.50408865,-70.7936402,45.0032,0.7901,Z3
-33.4405939,-70.75419337,12.3751,0.6776,Z5
-33.46636959,-70.64745785,278.624,0.8866,Z4
-33.53028264,-70.77194295,13.1721,0.6682,Z3
-33.45049838,-70.67101755,465.4574,0.8236,Z4
-33.42265465,-70.55162905,117.2162,0.8739,Z2
-33.39171476,-70.57528689,398.5965,0.8254,Z2
-33.49553644,-70.75575781,161.7033,0.8421,Z3
-33.53131955,-70.79494973,73.715,0.8621,Z3
-33.41576962,-70.54014958,73.8729,0.7464,Z2
-33.43654763,-70.76536327,25.9634,0.7958,Z5
-33.48953477,-70.77838661,16.0398,0.6594,Z3
-33.41350942,-70.54401218,91.4116,0.8661,Z2
-33.3939448,-70.54444433,12.5545,0.7134,Z2
-33.42801289,-70.74768828,76.1303,0.7932,Z5
-33.43289822,-70.75210379,31.0146,0.7429,Z5
-33.46017007,-70.76103893,27.0316,0.6861,Z5
-33.52988741,-70.76893956,29.1838,0.7262,Z3
-33.43599222,-70.77583881,131.3661,0.8543,Z5
-33.44082526,-70.59823277,62.5083,0.7795,Z1
-33.39318877,-70.56295695,235.3819,0.8329,Z2
-33.39620177,-70.51561014,7.9879,0.6711,Z2
-33.44125639,-70.7515632,82.9248,0.8593,Z5
-33.42867542,-70.75426599,156.308,0.7154,Z5
-33.46061639,-70.63081791,13.2827,0.7154,Z4
-33.51429201,-70.77071872,30.159,0.7344,Z3
-33.42617954,-70.57134098,421.648,0.8084,Z2
-33.47804919,-70.73531933,68.8764,0.7426,Z5
-33.51901316,-70.78740088,20.6783,0.7906,Z3
-33.41568724,-70.57485903,37.8516,0.6981,Z2
-33.46882282,-70.75872363,196.2809,0.8442,Z5
-33.47864637,-70.74843269,156.8083,0.7825,Z5
-33.47560945,-70.7241566,62.1692,0.8156,Z5
-33.43928921,-70.74457539,63.8993,0.8669,Z5
-33.42690824,-70.54182814,15.2198,0.7245,Z2
-33.40641126,-70.54112739,373.3116,0.8624,Z2
-33.42009042,-70.75916852,102.3362,0.9227,Z5
-33.42820892,-70.57998953,134.4296,0.7591,Z2
-33.524329,-70.78661597,124.3485,0.7948,Z3
-33.39457358,-70.5668086,41.2408,0.7891,Z2
-33.45027954,-70.72716659,36.4193,0.8251,Z5
-33.3930651,-70.54967051,107.3077,0.8636,Z2
-33.46208983,-70.64112661,133.9126,0.8314,Z4
-33.47489078,-70.75437476,26.9132,0.6641,Z5
-33.4300991,-70.63403869,53.7938,0.778,Z4
-33.52490399,-70.78282249,57.8488,0.7352,Z3
-33.51200062,-70.79325612,85.1023,0.8712,Z3
-33.43411383,-70.67198428,309.4665,0.7806,Z4
-33.43874794,-70.58627469,807.7721,0.9123,Z1
-33.43355207,-70.58022075,177.1843,0.8061,Z1
-33.51556768,-70.78578362,376.979,0.7596,Z3
-33.41509337,-70.52075487,34.1148,0.7388,Z2
-33.5465807,-70.775116,100.897,0.8844,Z3
-33.44436635,-70.63290062,142.8638,0.8629,Z4
-33.42448542,-70.53572271,23.8002,0.6601,Z2
-33.44786932,-70.65412301,106.1805,0.6934,Z4
-33.42680051,-70.74439352,42.4036,0.8482,Z5
-33.44038198,-70.6037052,222.9638,0.6593,Z1
-33.46104499,-70.76768988,8603.5757,0.9592,Z5
-33.54156971,-70.77200706,36.2618,0.7652,Z3
-33.46741577,-70.6773057,207.8184,0.8819,Z4
-33.41534481,-70.55538089,25.8646,0.6672,Z2
-33.50826475,-70.7895008,88.721,0.795,Z3
-33.53967442,-70.79242399,115.9147,0.9031,Z3
-33.43334451,-70.75310235,141.6976,0.7657,Z5
-33.50394148,-70.74068345,11.4785,0.7393,Z3
-33.43429279,-70.74382061,5.5932,0.7243,Z5
-33.43593247,-70.72438023,68.1524,0.8345,Z5
-33.46002103,-70.63670806,23.4467,0.7373,Z4
-33.42863541,-70.72337842,120.1945,0.9018,Z5
-33.51324017,-70.79383412,32.0983,0.7409,Z3
-33.40425947,-70.53231009,104.061,0.8623,Z2
-33.42378989,-70.54534413,60.7846,0.6766,Z2
-33.49583514,-70.77277615,39.2398,0.8009,Z3
-33.43618454,-70.77657617,19.1127,0.6657,Z5
-33.42794192,-70.75360367,129.5118,0.7927,Z5
-33.50306807,-70.74407954,153.727,0.8271,Z3
-33.40217671,-70.55941884,18.2184,0.6506,Z2
-33.44620976,-70.61423283,14.6545,0.6695,Z1
-33.51386524,-70.7581982,17.7379,0.7134,Z3
-33.40598479,-70.56014027,48.3471,0.7685,Z2
-33.54590584,-70.76534652,53.5631,0.7395,Z3
-33.49914033,-70.77210046,60.1775,0.8258,Z3
-33.44900395,-70.63096801,155.8165,0.8516,Z4
-33.48738477,-70.76992796,15.2357,0.7148,Z3
-33.4379725,-70.75885733,257.9103,0.8082,Z5
-33.45655043,-70.67551871,193.4687,0.8042,Z4
-33.51239695,-70.75347136,23.2136,0.7167,Z3
-33.42760981,-70.56593644,375.2023,0.8858,Z2
-33.53503897,-70.78334937,61.587,0.8773,Z3
-33.44002605,-70.66299989,469.6439,0.8729,Z4
-33.45766024,-70.63589933,45.6794,0.7738,Z4
-33.51720032,-70.77117628,118.2416,0.7945,Z3
-33.44828817,-70.60485145,9.2513,0.6743,Z1
-33.42247569,-70.73450906,98.7407,0.852,Z5
-33.5287233,-70.7877867,90.5135,0.7818,Z3
-33.49462085,-70.77581014,134.7081,0.9041,Z3
-33.44610603,-70.76579444,239.8911,0.7927,Z5
-33.4226163,-70.73735313,54.9751,0.7761,Z5
-33.46673929,-70.67478149,163.2547,0.8229,Z4
-33.43330095,-70.76240868,164.3213,0.8368,Z5
-33.41680533,-70.57393798,12.5263,0.7118,Z2
-33.39129256,-70.55355555,26.6047,0.7853,Z2
-33.44236211,-70.67495134,13.4237,0.7556,Z4
-33.48699406,-70.77168671,95.6967,0.8661,Z3
-33.43929968,-70.72661918,37.7083,0.8385,Z5
-33.43351057,-70.6099513,247.5434,0.9222,Z1
-33.43193588,-70.6770856,41.5372,0.7584,Z4
-33.43897428,-70.75064128,26.6427,0.7826,Z5
-33.39834469,-70.51048868,139.9787,0.8459,Z2
-33.50383019,-70.79698085,75.5272,0.788,Z3
-33.53790671,-70.78790893,66.2053,0.8729,Z3
-33.51140131,-70.78383674,96.7621,0.7359,Z3
-33.45621754,-70.64101249,12.8914,0.6656,Z4
-33.45938074,-70.67709318,45.0714,0.745,Z4
-33.4474494,-70.5819253,31.7433,0.7204,Z1
-33.44732909,-70.72671637,390.4492,0.9225,Z5
-33.44537999,-70.72655498,89.9382,0.8417,Z5
-33.44598047,-70.72170918,129.5355,0.7761,Z5
-33.42290206,-70.54315438,28.786,0.7303,Z2
-33.40339662,-70.54523712,176.2387,0.8702,Z2
-33.51338288,-70.79435078,4.401,0.6555,Z3
-33.4127605,-70.56140495,176.8374,0.8753,Z2
-33.43054055,-70.7231631,60.4455,0.751,Z5
-33.43878736,-70.75518408,166.5585,0.7864,Z5
-33.50400907,-70.76371347,53.5295,0.8565,Z3
-33.45816974,-70.78889947,19.3554,0.7891,Z5
-33.49205957,-70.74462101,90.8929,0.7622,Z3
